



25	200




0	50.0	50.0	0.0
1	75.7	86.9	22.0
2	40.0	66.2	10.0
3	88.9	24.5	21.0
4	43.2	63.2	21.0
5	24.9	23.4	29.0
6	69.6	84.6	20.0
7	31.7	80.4	13.0
8	86.7	16.5	25.0
9	56.7	48.8	29.0
10	13.9	28.4	24.0
11	84.4	77.5	21.0
12	17.7	73.3	21.0
13	41.1	16.7	22.0
14	46.6	57.8	14.0
15	22.8	25.5	14.0
16	95.5	47.8	17.0
17	98.5	32.7	15.0
18	9.5	67.2	12.0
19	73.3	51.2	23.0
20	41.8	60.5	24.0
21	59.8	83.2	21.0
22	31.1	46.1	10.0
23	97.3	6.9	26.0
24	28.7	86.6	15.0
25	51.9	59.8	15.0
