



25	200




0	50.0	50.0	0.0
1	93.4	94.5	15.0
2	2.5	66.3	20.0
3	100.0	27.6	14.0
4	59.7	62.5	16.0
5	13.8	14.7	17.0
6	96.8	98.1	19.0
7	11.4	79.7	25.0
8	84.8	23.7	24.0
9	46.1	72.1	18.0
10	10.6	14.8	11.0
11	92.7	93.7	13.0
12	25.6	82.0	27.0
13	55.9	60.9	27.0
14	60.7	52.1	10.0
15	58.9	1.1	24.0
16	63.1	5.1	29.0
17	99.3	53.1	25.0
18	73.7	69.2	28.0
19	34.9	69.4	18.0
20	97.9	37.7	21.0
21	76.3	2.1	22.0
22	82.6	91.0	21.0
23	68.3	82.2	17.0
24	45.7	45.4	17.0
25	7.8	89.9	11.0
