



25	200




0	50.0	50.0	0.0
1	49.9	37.6	21.0
2	46.7	14.6	13.0
3	15.4	52.4	14.0
4	36.9	96.4	23.0
5	93.6	41.7	18.0
6	32.4	1.1	19.0
7	90.3	74.0	23.0
8	67.5	90.2	13.0
9	31.9	95.0	12.0
10	62.9	20.4	29.0
11	48.9	6.9	11.0
12	76.6	53.0	22.0
13	10.3	29.5	26.0
14	77.0	90.6	13.0
15	94.0	77.1	28.0
16	57.4	82.6	21.0
17	16.8	70.1	20.0
18	51.8	37.6	16.0
19	39.9	6.4	24.0
20	77.3	62.4	22.0
21	17.8	90.2	12.0
22	47.7	97.2	12.0
23	50.8	47.6	15.0
24	39.8	47.8	24.0
25	27.0	24.7	27.0
