



25	200




0	50.0	50.0	0.0
1	71.2	82.9	13.0
2	28.4	77.8	24.0
3	80.4	29.0	10.0
4	59.6	73.9	21.0
5	43.4	25.0	24.0
6	75.6	86.4	29.0
7	35.9	82.9	21.0
8	71.3	30.8	29.0
9	48.4	76.0	23.0
10	45.4	32.1	14.0
11	87.4	89.6	20.0
12	28.7	67.1	23.0
13	10.2	3.6	14.0
14	95.7	92.3	27.0
15	77.1	81.3	19.0
16	57.1	75.0	15.0
17	84.1	0.4	22.0
18	91.6	81.7	29.0
19	25.5	67.8	22.0
20	53.7	8.7	28.0
21	88.7	15.7	20.0
22	60.2	9.2	16.0
23	35.7	5.4	11.0
24	99.5	2.0	18.0
25	34.2	48.6	19.0
