



25	200




0	50.0	50.0	0.0
1	85.1	83.7	29.0
2	47.6	86.3	14.0
3	71.1	9.3	29.0
4	42.0	56.8	22.0
5	14.9	36.4	29.0
6	85.7	96.9	16.0
7	28.8	78.4	28.0
8	78.6	24.9	13.0
9	49.6	45.9	21.0
10	14.2	23.3	24.0
11	82.8	77.7	25.0
12	17.4	71.5	10.0
13	76.0	21.1	24.0
14	51.7	54.4	12.0
15	14.4	28.2	18.0
16	87.6	81.0	13.0
17	14.7	81.0	11.0
18	81.1	14.6	28.0
19	50.1	51.7	20.0
20	16.8	18.1	26.0
21	96.8	88.5	26.0
22	25.5	91.3	24.0
23	97.5	0.0	12.0
24	51.7	65.8	12.0
25	18.0	0.0	28.0
