



25	200




0	50.0	50.0	0.0
1	36.1	62.0	25.0
2	37.7	25.6	10.0
3	83.9	86.5	27.0
4	30.2	100.0	23.0
5	33.7	24.8	17.0
6	36.8	39.1	17.0
7	45.4	32.9	17.0
8	68.0	82.0	13.0
9	45.1	70.0	23.0
10	28.4	19.6	14.0
11	35.7	34.2	14.0
12	66.2	31.6	15.0
13	76.7	74.2	11.0
14	23.6	94.8	29.0
15	29.8	41.0	25.0
16	23.5	44.1	24.0
17	43.6	38.5	29.0
18	73.1	59.0	29.0
19	14.5	79.9	21.0
20	25.3	31.3	26.0
21	12.6	49.8	19.0
22	46.7	27.6	17.0
23	66.3	80.4	21.0
24	16.9	83.4	13.0
25	27.1	23.4	27.0
26	80.6	53.5	20.0
27	48.0	31.6	27.0
28	27.3	2.0	17.0
29	63.1	29.5	29.0
30	90.6	17.2	19.0
31	61.9	83.2	19.0
32	88.4	8.7	25.0
33	21.5	98.3	19.0
34	88.2	96.4	24.0
35	7.0	92.4	28.0
36	92.8	91.8	17.0
37	36.1	0.4	27.0
38	94.2	88.1	18.0
39	37.5	56.2	28.0
40	80.7	91.8	27.0
41	76.5	69.8	17.0
42	60.4	10.6	14.0
43	95.3	65.4	16.0
44	31.5	32.4	26.0
45	50.8	83.3	19.0
46	95.3	80.3	20.0
47	26.0	42.9	15.0
48	96.6	6.9	11.0
49	86.4	89.0	22.0
50	59.5	88.8	29.0
