



25	200




0	50.0	50.0	0.0
1	84.5	52.4	26.0
2	81.5	63.6	22.0
3	50.8	38.2	10.0
4	62.2	35.6	21.0
5	49.7	93.0	29.0
6	77.7	5.1	25.0
7	55.4	70.1	29.0
8	50.1	33.9	24.0
9	59.8	44.3	11.0
10	16.7	29.4	25.0
11	75.0	76.4	22.0
12	53.0	41.9	29.0
13	28.8	83.6	24.0
14	98.2	8.9	13.0
15	85.8	77.1	23.0
16	25.1	69.6	19.0
17	23.5	19.8	12.0
18	9.1	29.1	23.0
19	5.0	97.3	18.0
20	66.6	69.8	26.0
21	60.0	77.1	12.0
22	91.6	81.0	23.0
23	65.3	1.6	17.0
24	14.9	51.8	28.0
25	74.0	56.9	26.0
26	12.9	87.7	28.0
27	46.1	46.0	29.0
28	94.9	4.1	28.0
29	0.5	99.0	22.0
30	78.7	51.4	10.0
31	8.7	99.8	10.0
32	20.6	73.3	28.0
33	79.0	55.2	11.0
34	97.6	62.4	15.0
35	24.0	5.7	16.0
36	57.4	60.5	26.0
37	61.6	31.7	13.0
38	86.1	64.1	16.0
39	31.9	80.1	20.0
40	42.8	57.1	13.0
41	39.1	25.0	25.0
42	93.5	10.8	28.0
43	6.7	72.0	14.0
44	68.5	84.4	29.0
45	2.5	97.1	19.0
46	49.7	68.0	29.0
47	16.6	44.3	14.0
48	25.7	30.9	24.0
49	70.0	54.7	20.0
50	13.2	41.2	16.0
