



25	200




0	50.0	50.0	0.0
1	46.5	46.7	25.0
2	44.9	36.2	16.0
3	80.6	81.5	16.0
4	29.1	83.3	18.0
5	30.9	31.1	26.0
6	40.9	39.8	11.0
7	51.7	38.7	14.0
8	83.7	78.7	14.0
9	11.8	89.4	28.0
10	14.7	27.6	27.0
11	27.0	22.0	18.0
12	54.5	44.6	20.0
13	80.0	79.5	23.0
14	11.5	86.1	23.0
15	12.5	24.1	26.0
16	21.2	44.0	12.0
17	66.3	7.7	13.0
18	72.5	95.2	11.0
19	33.1	96.1	21.0
20	7.2	22.8	12.0
21	14.1	42.6	15.0
22	53.3	30.6	27.0
23	71.8	71.3	28.0
24	22.5	100.0	13.0
25	24.2	27.1	27.0
26	18.7	38.2	24.0
27	41.0	16.8	23.0
28	83.5	73.3	10.0
29	39.3	85.1	20.0
30	0.0	40.3	22.0
31	48.0	53.3	22.0
32	49.2	23.1	16.0
33	79.0	82.6	14.0
34	49.5	76.4	23.0
35	12.5	38.4	21.0
36	30.8	38.1	28.0
37	71.5	24.2	25.0
38	86.1	83.9	21.0
39	41.4	76.2	12.0
40	27.4	49.0	12.0
41	26.6	30.3	26.0
42	57.4	25.2	11.0
43	83.8	73.0	12.0
44	30.4	81.7	28.0
45	13.9	33.5	27.0
46	50.8	36.5	10.0
47	47.3	33.2	13.0
48	91.4	87.4	25.0
49	36.9	100.0	13.0
50	23.6	36.7	19.0
