



25	200




0	50.0	50.0	0.0
1	73.1	7.3	18.0
2	1.6	47.1	29.0
3	95.6	5.2	14.0
4	36.9	99.2	11.0
5	5.5	55.2	19.0
6	4.4	62.6	17.0
7	16.5	35.1	28.0
8	14.3	71.1	23.0
9	16.3	48.0	27.0
10	4.1	98.9	11.0
11	20.8	27.0	10.0
12	12.7	6.7	25.0
13	61.7	19.4	12.0
14	8.1	3.6	20.0
15	82.5	27.3	15.0
16	57.6	86.7	17.0
17	24.1	27.3	12.0
18	12.2	96.5	22.0
19	87.2	12.4	19.0
20	8.5	34.7	16.0
21	25.9	45.1	19.0
22	83.8	55.2	17.0
23	89.7	52.1	14.0
24	35.5	7.8	17.0
25	86.0	52.9	12.0
26	27.3	49.1	11.0
27	68.5	40.9	23.0
28	3.4	63.2	27.0
29	12.5	11.5	23.0
30	25.5	66.4	21.0
31	1.9	82.1	13.0
32	13.0	10.3	26.0
33	8.1	56.7	25.0
34	56.3	3.4	25.0
35	67.4	5.3	26.0
36	29.8	34.3	29.0
37	33.5	52.8	23.0
38	32.1	84.4	29.0
39	71.0	56.2	13.0
40	76.0	87.9	16.0
41	99.2	26.0	25.0
42	74.9	39.7	10.0
43	79.7	63.1	17.0
44	24.1	55.7	12.0
45	84.7	57.1	11.0
46	81.1	96.1	26.0
47	28.9	38.9	13.0
48	7.1	14.8	19.0
49	19.2	46.4	29.0
50	69.4	85.7	27.0
