



25	200




0	50.0	50.0	0.0
1	81.3	95.3	29.0
2	35.4	33.0	10.0
3	52.0	85.3	27.0
4	66.1	21.6	27.0
5	24.6	85.3	21.0
6	65.2	93.7	19.0
7	12.7	42.5	15.0
8	49.3	88.3	29.0
9	62.6	35.9	24.0
10	3.6	67.9	27.0
11	83.2	82.7	25.0
12	28.8	21.9	12.0
13	48.9	53.0	24.0
14	43.7	15.6	24.0
15	21.5	71.6	29.0
16	76.6	82.1	24.0
17	30.9	26.2	14.0
18	29.5	62.0	16.0
19	67.6	0.0	19.0
20	6.1	76.5	24.0
21	73.3	72.2	18.0
22	13.4	26.8	29.0
23	56.2	64.3	23.0
24	76.5	36.9	14.0
25	25.4	57.7	23.0
26	68.1	83.0	26.0
27	22.8	28.3	18.0
28	38.3	76.7	24.0
29	71.2	12.1	15.0
30	16.8	78.5	20.0
31	79.8	89.5	17.0
32	28.4	33.3	19.0
33	52.4	56.0	29.0
34	70.2	14.2	12.0
35	28.0	86.6	12.0
36	72.1	81.2	23.0
37	15.8	23.1	11.0
38	55.2	55.4	28.0
39	55.2	32.5	10.0
40	11.1	56.6	27.0
41	90.0	90.6	26.0
42	24.5	21.6	11.0
43	67.3	57.8	11.0
44	65.9	11.3	15.0
45	17.6	72.0	19.0
46	77.4	72.8	26.0
47	31.1	36.6	27.0
48	49.2	55.8	13.0
49	68.1	26.6	25.0
50	18.6	83.4	12.0
51	81.7	68.6	10.0
52	13.0	40.4	24.0
53	42.4	60.4	25.0
54	67.6	19.0	29.0
55	22.7	79.6	10.0
56	70.1	89.7	26.0
57	16.8	42.2	28.0
58	61.6	81.5	28.0
59	62.0	27.7	11.0
60	48.3	93.0	22.0
61	100.0	73.2	21.0
62	42.5	45.9	13.0
63	50.6	67.9	21.0
64	48.3	24.4	14.0
65	19.8	100.0	12.0
66	70.5	83.2	17.0
67	34.4	28.9	10.0
68	45.0	86.1	11.0
69	48.1	31.6	13.0
70	6.8	88.3	23.0
71	83.0	75.6	17.0
72	38.5	35.6	24.0
73	63.7	69.2	27.0
74	62.1	11.0	15.0
75	26.0	65.2	18.0
76	73.4	76.4	25.0
77	37.8	39.4	19.0
78	47.8	58.4	18.0
79	62.3	12.5	13.0
80	7.3	77.4	29.0
81	84.6	75.3	15.0
82	44.3	28.8	16.0
83	43.2	70.5	19.0
84	69.5	37.2	24.0
85	10.4	76.4	20.0
86	86.7	80.9	21.0
87	48.7	15.8	20.0
88	60.0	79.6	12.0
89	48.2	19.1	16.0
90	21.0	77.9	20.0
91	83.8	70.4	24.0
92	36.4	35.6	14.0
93	41.4	57.9	23.0
94	67.7	37.3	27.0
95	28.4	69.3	10.0
96	64.4	94.2	19.0
97	46.4	9.8	28.0
98	50.9	56.5	20.0
99	57.0	13.6	28.0
100	28.6	86.9	24.0
