



25	200




0	50.0	50.0	0.0
1	82.7	92.6	27.0
2	22.1	87.4	14.0
3	66.9	21.1	11.0
4	54.1	71.8	18.0
5	45.6	12.4	27.0
6	87.8	84.4	15.0
7	27.1	82.3	29.0
8	83.7	24.6	20.0
9	45.6	54.4	12.0
10	8.4	29.9	27.0
11	89.7	75.2	28.0
12	12.2	60.3	27.0
13	74.8	12.4	27.0
14	48.8	64.8	19.0
15	20.8	10.7	20.0
16	74.6	84.8	18.0
17	42.6	72.1	11.0
18	88.2	10.7	10.0
19	45.6	60.7	27.0
20	28.6	17.7	24.0
21	62.8	72.4	26.0
22	4.4	81.1	23.0
23	83.4	29.9	21.0
24	60.2	62.0	29.0
25	35.7	30.4	20.0
26	92.0	84.5	23.0
27	25.6	75.0	17.0
28	82.4	0.0	11.0
29	50.9	29.2	17.0
30	23.2	2.2	13.0
31	65.3	88.3	27.0
32	19.9	72.4	24.0
33	77.7	19.9	27.0
34	42.6	40.1	22.0
35	26.1	24.5	17.0
36	77.4	62.3	11.0
37	23.6	71.4	12.0
38	87.1	11.1	15.0
39	46.4	53.3	23.0
40	27.8	27.1	29.0
41	77.3	91.2	13.0
42	23.1	80.9	21.0
43	75.7	19.2	23.0
44	75.3	51.7	15.0
45	19.5	12.6	29.0
46	66.4	91.1	23.0
47	16.5	86.6	27.0
48	90.3	15.1	17.0
49	46.8	55.6	28.0
50	0.3	14.3	16.0
51	71.8	66.2	10.0
52	15.1	99.2	20.0
53	96.5	12.6	16.0
54	56.7	54.9	27.0
55	34.3	0.0	29.0
56	77.6	78.3	16.0
57	26.3	65.7	11.0
58	97.5	20.7	28.0
59	29.2	67.2	25.0
60	23.3	24.8	24.0
61	79.7	84.8	13.0
62	17.0	72.0	12.0
63	72.3	26.6	15.0
64	39.6	52.9	17.0
65	17.7	12.1	23.0
66	78.0	79.5	23.0
67	33.2	90.9	26.0
68	76.9	35.9	27.0
69	25.3	60.3	10.0
70	18.0	21.5	17.0
71	74.2	72.6	20.0
72	21.5	64.8	13.0
73	86.1	35.7	28.0
74	43.3	66.2	12.0
75	30.7	13.3	18.0
76	74.3	69.5	28.0
77	3.9	81.0	17.0
78	64.7	5.4	13.0
79	51.4	45.2	16.0
80	26.9	0.0	13.0
81	72.5	63.9	25.0
82	22.0	78.4	11.0
83	81.3	10.7	22.0
84	37.2	49.7	25.0
85	13.5	38.1	10.0
86	71.7	85.0	24.0
87	22.8	81.2	25.0
88	99.5	28.2	27.0
89	36.0	55.7	25.0
90	5.7	26.8	21.0
91	78.2	91.5	24.0
92	24.1	70.8	15.0
93	82.1	23.8	20.0
94	52.8	43.4	17.0
95	13.6	11.1	15.0
96	92.7	54.3	13.0
97	28.2	83.9	16.0
98	74.3	6.8	21.0
99	46.4	36.4	25.0
100	14.6	31.5	16.0
