



25	200




0	50.0	50.0	0.0
1	69.3	75.3	17.0
2	25.8	29.5	28.0
3	56.8	59.1	24.0
4	67.5	25.2	23.0
5	31.9	51.6	27.0
6	75.0	70.5	13.0
7	28.1	20.0	20.0
8	21.9	64.8	10.0
9	51.5	17.3	11.0
10	25.9	89.8	29.0
11	89.3	61.8	17.0
12	20.4	23.7	11.0
13	62.8	85.1	21.0
14	60.7	31.4	10.0
15	33.5	84.5	28.0
16	73.0	89.9	18.0
17	33.5	38.9	26.0
18	45.8	74.8	25.0
19	50.7	21.0	16.0
20	26.7	81.6	28.0
21	88.2	83.1	11.0
22	41.8	33.6	18.0
23	66.9	76.3	17.0
24	36.8	28.5	21.0
25	17.1	70.8	11.0
26	55.9	98.3	10.0
27	30.7	30.2	11.0
28	38.8	69.0	15.0
29	50.8	26.8	12.0
30	17.7	77.1	19.0
31	95.8	60.6	20.0
32	28.5	53.4	14.0
33	59.3	83.3	20.0
34	65.4	9.1	18.0
35	28.3	65.8	13.0
36	70.4	77.0	18.0
37	25.1	19.9	27.0
38	50.7	66.6	19.0
39	62.8	0.0	22.0
40	15.2	72.0	19.0
41	87.0	58.9	16.0
42	47.1	17.6	21.0
43	44.1	59.4	23.0
44	73.8	8.1	29.0
45	23.0	79.3	28.0
46	83.2	71.7	18.0
47	25.8	36.8	25.0
48	57.2	72.8	15.0
49	76.0	3.6	20.0
50	10.1	86.4	27.0
51	90.1	7.6	13.0
52	34.2	13.4	17.0
53	10.0	32.5	10.0
54	64.5	81.0	13.0
55	72.5	77.5	29.0
56	6.6	87.1	16.0
57	26.1	30.7	12.0
58	50.5	1.7	13.0
59	22.0	68.5	11.0
60	95.2	92.6	27.0
61	10.4	22.6	27.0
62	7.9	94.5	29.0
63	58.6	75.4	22.0
64	45.2	98.7	27.0
65	57.5	0.3	29.0
66	55.1	6.4	10.0
67	35.2	97.3	24.0
68	45.9	98.6	28.0
69	29.3	81.4	22.0
70	70.8	72.1	17.0
71	31.2	11.0	24.0
72	40.1	8.5	12.0
73	88.9	51.6	28.0
74	98.4	47.6	27.0
75	20.0	18.7	24.0
76	95.5	48.7	27.0
77	50.3	10.9	23.0
78	28.7	17.2	28.0
79	42.8	49.4	15.0
80	67.8	48.0	20.0
81	68.8	26.5	16.0
82	87.9	32.9	21.0
83	69.4	58.2	25.0
84	44.2	29.6	27.0
85	69.7	77.2	19.0
86	39.6	42.0	25.0
87	10.5	43.3	16.0
88	74.2	88.8	10.0
89	94.6	25.8	13.0
90	47.4	96.0	19.0
91	51.0	45.4	17.0
92	4.5	55.0	21.0
93	24.8	66.9	28.0
94	43.0	18.0	28.0
95	61.2	76.6	21.0
96	31.5	41.9	25.0
97	81.7	15.1	17.0
98	99.8	56.6	28.0
99	78.3	99.7	18.0
100	53.6	7.8	25.0
