



25	200




0	50.0	50.0	0.0
1	55.3	33.3	18.0
2	47.4	18.4	22.0
3	19.2	86.5	17.0
4	22.7	0.0	15.0
5	16.5	69.6	17.0
6	22.4	28.0	15.0
7	53.5	22.3	10.0
8	9.5	87.3	17.0
9	14.1	18.1	21.0
10	30.5	67.7	21.0
11	38.5	47.4	14.0
12	72.0	45.6	13.0
13	23.8	67.5	18.0
14	21.8	0.0	19.0
15	38.2	63.2	10.0
16	25.9	38.3	19.0
17	60.4	41.3	18.0
18	2.2	69.1	12.0
19	27.6	3.5	20.0
20	23.3	67.1	18.0
21	44.9	40.2	27.0
22	56.4	2.3	29.0
23	8.1	88.0	17.0
24	18.2	13.0	20.0
25	34.4	50.1	20.0
26	56.2	39.8	24.0
27	39.7	11.0	26.0
28	15.5	86.5	26.0
29	17.4	23.2	24.0
30	44.8	74.0	17.0
31	43.0	53.5	29.0
32	46.0	31.5	12.0
33	38.8	94.0	20.0
34	0.0	33.1	10.0
35	3.1	58.9	20.0
36	34.1	33.6	12.0
37	56.8	36.8	18.0
38	37.5	79.3	12.0
39	21.0	20.4	28.0
40	43.7	58.6	18.0
41	27.5	48.4	28.0
42	69.9	27.0	20.0
43	17.9	69.4	23.0
44	16.3	14.4	23.0
45	23.6	52.9	10.0
46	37.3	30.7	22.0
47	64.3	30.6	22.0
48	33.3	82.9	22.0
49	24.8	24.6	14.0
50	23.0	77.5	29.0
51	60.1	33.0	16.0
52	59.5	22.6	22.0
53	15.6	76.1	29.0
54	23.5	19.2	10.0
55	34.7	68.7	20.0
56	43.2	42.2	22.0
57	78.6	33.8	16.0
58	21.2	83.3	29.0
59	15.7	19.6	28.0
60	43.5	71.7	10.0
61	52.3	23.2	29.0
62	55.3	15.1	21.0
63	4.6	66.8	27.0
64	21.0	0.0	17.0
65	18.8	60.4	21.0
66	34.0	46.5	25.0
67	61.7	5.5	28.0
68	15.9	83.7	23.0
69	3.9	11.4	24.0
70	42.7	67.1	26.0
71	44.1	32.2	14.0
72	69.1	9.6	18.0
73	11.1	90.4	25.0
74	25.6	18.3	15.0
75	16.6	68.4	28.0
76	30.0	37.2	24.0
77	41.8	8.2	10.0
78	19.9	69.3	26.0
79	3.5	26.0	20.0
80	37.3	59.2	14.0
81	68.3	54.7	15.0
82	54.9	8.2	21.0
83	26.6	83.5	13.0
84	24.2	6.8	12.0
85	45.9	65.3	26.0
86	47.7	38.1	20.0
87	60.7	24.5	22.0
88	16.0	83.5	22.0
89	19.6	27.4	14.0
90	26.8	75.1	12.0
91	33.9	26.0	28.0
92	49.7	35.2	10.0
93	20.9	93.5	12.0
94	9.4	10.1	26.0
95	50.5	62.8	26.0
96	33.3	35.4	21.0
97	36.0	9.0	19.0
98	18.7	91.4	22.0
99	24.5	7.3	17.0
100	27.8	77.6	23.0
